"","CrimeDate","CrimeTime","CrimeCode","Location","Description","Inside.Outside","Weapon","Post","District","Neighborhood","Longitude","Latitude","Location.1","Premise","Total.Incidents"
"376","08/30/2017","12:28:00","4E","1100 WARD ST","COMMON ASSAULT","O","HANDS",932,"SOUTHERN","Washington Village/Pigtow",-76.63262,39.282,"(39.2820000000, -76.6326200000)","STREET",1
"377","08/30/2017","12:00:00","6J","4100 POTTER ST","LARCENY","I","",833,"SOUTHWESTERN","Irvington",-76.68385,39.27815,"(39.2781500000, -76.6838500000)","APT/CONDO",1
"378","08/30/2017","12:00:00","4C","2000 W PRATT ST","AGG. ASSAULT","I","OTHER",934,"SOUTHERN","Carrollton Ridge",-76.64905,39.28503,"(39.2850300000, -76.6490500000)","ROW/TOWNHO",1
"379","08/30/2017","11:35:00","4E","500 CUMBERLAND ST","COMMON ASSAULT","O","HANDS",131,"CENTRAL","Druid Heights",-76.64098,39.30974,"(39.3097400000, -76.6409800000)","STREET",1
"380","08/30/2017","10:45:00","4F","4300 WAKEFIELD RD","ASSAULT BY THREAT","","",641,"NORTHWESTERN","West Forest Park",-76.68969,39.3217,"(39.3217000000, -76.6896900000)","",1
"381","08/30/2017","10:00:00","5A","2100 W SARATOGA ST","BURGLARY","I","",714,"WESTERN","Penrose/Fayette Street Ou",-76.65085,39.29184,"(39.2918400000, -76.6508500000)","ROW/TOWNHO",1
"382","08/30/2017","10:00:00","5A","2900 MATHEWS ST","BURGLARY","","",513,"NORTHERN","Better Waverly",-76.60737,39.32348,"(39.3234800000, -76.6073700000)","",1
"383","08/30/2017","09:30:00","6D","1700 EUTAW PL","LARCENY FROM AUTO","O","",132,"CENTRAL","Madison Park",-76.63034,39.30716,"(39.3071600000, -76.6303400000)","STREET",1
"384","08/30/2017","09:28:00","4E","2100 PARKSLEY AVE","COMMON ASSAULT","I","HANDS",831,"SOUTHWESTERN","Morrell Park",-76.65028,39.26369,"(39.2636900000, -76.6502800000)","ROW/TOWNHO",1
"385","08/30/2017","09:10:00","6J","HIGHLAND AV & E BALTIMORE ST","LARCENY","O","",222,"SOUTHEASTERN","Baltimore Highlands",-76.56941,39.29248,"(39.2924800000, -76.5694100000)","BUS/AUTO",1
"386","08/30/2017","09:00:00","4E","4300 ROBERTON AVE","COMMON ASSAULT","I","HANDS",442,"NORTHEASTERN","Parkside",-76.55577,39.32494,"(39.3249400000, -76.5557700000)","ROW/TOWNHO",1
"387","08/30/2017","09:00:00","6D","400 WINSTON AVE","LARCENY FROM AUTO","O","",521,"NORTHERN","Radnor-Winston",-76.61187,39.34998,"(39.3499800000, -76.6118700000)","PARKING LO",1
"388","08/30/2017","09:00:00","6D","100 N WOLFE ST","LARCENY FROM AUTO","","",212,"SOUTHEASTERN","Washington Hill",-76.59058,39.29286,"(39.2928600000, -76.5905800000)","",1
"389","08/30/2017","08:45:00","6E","2300 EVERGREEN ST","LARCENY","O","",731,"WESTERN","Panway/Braddish Avenue",-76.66052,39.31363,"(39.3136300000, -76.6605200000)","PARKING LO",1
"390","08/30/2017","08:30:00","5A","3800 HILLSDALE RD","BURGLARY","I","",622,"NORTHWESTERN","Howard Park",-76.69211,39.33523,"(39.3352300000, -76.6921100000)","ROW/TOWNHO",1
"391","08/30/2017","08:25:00","4E","3400 WILKENS AVE","COMMON ASSAULT","I","HANDS",832,"SOUTHWESTERN","Violetville",-76.67503,39.27259,"(39.2725900000, -76.6750300000)","OFFICE BUI",1
"392","08/30/2017","08:10:00","6E","800 W PATAPSCO AVE","LARCENY","","",922,"SOUTHERN","Cherry Hill",-76.6314,39.2436,"(39.2436000000, -76.6314000000)","",1
"393","08/30/2017","08:00:00","5A","5200 ANTHONY AVE","BURGLARY","I","",443,"NORTHEASTERN","Frankford",-76.54971,39.33447,"(39.3344700000, -76.5497100000)","ROW/TOWNHO",1
"394","08/30/2017","07:30:00","7A","0 N CHARLES ST","AUTO THEFT","","",111,"CENTRAL","Downtown",-76.61518,39.28959,"(39.2895900000, -76.6151800000)","",1
"395","08/30/2017","07:00:00","5C","3200 AVON AVE","BURGLARY","I","",513,"NORTHERN","Better Waverly",-76.60463,39.32736,"(39.3273600000, -76.6046300000)","ROW/TOWNHO",1
"396","08/30/2017","06:30:00","5A","900 S CLINTON ST","BURGLARY","I","",232,"SOUTHEASTERN","Canton",-76.5697,39.28186,"(39.2818600000, -76.5697000000)","ROW/TOWNHO",1
"397","08/30/2017","06:30:00","5A","300 E JEFFREY ST","BURGLARY","","",913,"SOUTHERN","Brooklyn",-76.60828,39.23453,"(39.2345300000, -76.6082800000)","",1
"398","08/30/2017","05:51:00","4B","3600 PARK HEIGHTS AVE","AGG. ASSAULT","","KNIFE",612,"NORTHWESTERN","Park Circle",-76.65932,39.33017,"(39.3301700000, -76.6593200000)","",1
"399","08/30/2017","05:25:00","5B","1200 WINDEMERE AVE","BURGLARY","I","",412,"NORTHEASTERN","Ednor Gardens-Lakeside",-76.59902,39.33014,"(39.3301400000, -76.5990200000)","ROW/TOWNHO",1
"400","08/30/2017","03:23:00","3GO","1100 W 41ST ST","ROBBERY - COMMERCIAL","I","OTHER",531,"NORTHERN","Hampden",-76.63648,39.33786,"(39.3378600000, -76.6364800000)","OTHER - IN",1
"401","08/30/2017","03:02:00","3AF","NORTH AV & BELAIR RD","ROBBERY - STREET","O","FIREARM",332,"EASTERN","Broadway East",-76.58404,39.3126,"(39.3126000000, -76.5840400000)","STREET",1
"402","08/30/2017","02:30:00","6D","300 FALLSWAY","LARCENY FROM AUTO","","",211,"CENTRAL","Jonestown",-76.60785,39.29247,"(39.2924700000, -76.6078500000)","",1
"403","08/30/2017","02:06:00","6B","1000 HERNDON CT","LARCENY","I","",913,"SOUTHERN","Brooklyn",-76.59802,39.22752,"(39.2275200000, -76.5980200000)","ROW/TOWNHO",1
"404","08/30/2017","02:03:00","4E","1700 EDMONDSON AVE","COMMON ASSAULT","","HANDS",713,"WESTERN","Harlem Park",-76.64437,39.29528,"(39.2952800000, -76.6443700000)","",1
"405","08/30/2017","02:00:00","5C","400 EVESHAM AVE","BURGLARY","I","",522,"NORTHERN","Lake Evesham",-76.61109,39.36535,"(39.3653500000, -76.6110900000)","ROW/TOWNHO",1
"406","08/30/2017","02:00:00","7A","3000 FRISBY ST","AUTO THEFT","O","",513,"NORTHERN","Better Waverly",-76.60793,39.32462,"(39.3246200000, -76.6079300000)","STREET",1
"407","08/30/2017","01:00:00","4C","1800 N CALVERT ST","AGG. ASSAULT","I","OTHER",141,"CENTRAL","Greenmount West",-76.61375,39.31018,"(39.3101800000, -76.6137500000)","APT/CONDO",1
"408","08/30/2017","01:00:00","6D","1200 E 35TH ST","LARCENY FROM AUTO","O","",412,"NORTHEASTERN","Ednor Gardens-Lakeside",-76.59903,39.33091,"(39.3309100000, -76.5990300000)","STREET",1
"409","08/30/2017","00:34:00","6D","3300 ORLANDO AVE","LARCENY FROM AUTO","O","",424,"NORTHEASTERN","North Harford Road",-76.54047,39.36397,"(39.3639700000, -76.5404700000)","STREET",1
"410","08/30/2017","00:20:00","7A","3100 E FAYETTE ST","AUTO THEFT","I","",224,"SOUTHEASTERN","Ellwood Park/Monument",-76.57284,39.29479,"(39.2947900000, -76.5728400000)","GARAGE ON",1
"411","08/30/2017","00:18:00","4C","800 W Fayette St","AGG. ASSAULT","I","OTHER",712,"WESTERN","Poppleton",-76.63152,39.29001,"(39.2900100000, -76.6315200000)","ROW/TOWNHO",1
"412","08/30/2017","00:03:00","3AF","500 LONEYS LN","ROBBERY - STREET","","FIREARM",224,"SOUTHEASTERN","Ellwood Park/Monument",-76.57262,39.2972,"(39.2972000000, -76.5726200000)","",1
"413","08/30/2017","00:00:00","4E","500 N STREEPER ST","COMMON ASSAULT","I","HANDS",221,"SOUTHEASTERN","McElderry Park",-76.57722,39.29748,"(39.2974800000, -76.5772200000)","ROW/TOWNHO",1
"414","08/30/2017","00:00:00","7A","5400 PARK HEIGHTS AVE","AUTO THEFT","","",633,"NORTHWESTERN","Arlington",-76.68278,39.35135,"(39.3513500000, -76.6827800000)","",1
"415","08/30/2017","00:00:00","6C","4000 EASTERN AVE","LARCENY","","",231,"SOUTHEASTERN","Highlandtown",-76.56308,39.28681,"(39.2868100000, -76.5630800000)","",1
"416","08/29/2017","23:45:00","6D","3500 E NORTHERN PKWY","LARCENY FROM AUTO","O","",425,"NORTHEASTERN","Rosemont East",-76.54108,39.35931,"(39.3593100000, -76.5410800000)","PARKING LO",1
"417","08/29/2017","23:30:00","7A","1300 PENTWOOD RD","AUTO THEFT","O","",413,"NORTHEASTERN","New Northwood",-76.59531,39.34837,"(39.3483700000, -76.5953100000)","STREET",1
"418","08/29/2017","23:20:00","3B","4300 PIMLICO RD","ROBBERY - STREET","O","",614,"NORTHWESTERN","Central Park Heights",-76.66403,39.33902,"(39.3390200000, -76.6640300000)","PARKING LO",1
"419","08/29/2017","23:10:00","4E","400 N SMALLWOOD ST","COMMON ASSAULT","O","HANDS",722,"WESTERN","Midtown-Edmondson",-76.65178,39.29289,"(39.2928900000, -76.6517800000)","STREET",1
"420","08/29/2017","23:02:00","3JF","3700 SAINT VICTOR ST","ROBBERY - RESIDENCE","I","FIREARM",913,"SOUTHERN","Brooklyn",-76.59715,39.23336,"(39.2333600000, -76.5971500000)","ROW/TOWNHO",1
"421","08/29/2017","23:02:00","3JF","3700 SAINT VICTOR ST","ROBBERY - RESIDENCE","I","FIREARM",913,"SOUTHERN","Brooklyn",-76.59715,39.23336,"(39.2333600000, -76.5971500000)","ROW/TOWNHO",1
"422","08/29/2017","23:02:00","3JF","3700 SAINT VICTOR ST","ROBBERY - RESIDENCE","I","FIREARM",913,"SOUTHERN","Brooklyn",-76.59715,39.23336,"(39.2333600000, -76.5971500000)","ROW/TOWNHO",1
"423","08/29/2017","23:00:00","6D","500 E LAKE AVE","LARCENY FROM AUTO","O","",522,"NORTHERN","Evesham Park",-76.60964,39.36691,"(39.3669100000, -76.6096400000)","STREET",1
"424","08/29/2017","23:00:00","6J","400 N KENWOOD AVE","LARCENY","I","",221,"SOUTHEASTERN","McElderry Park",-76.57783,39.2961,"(39.2961000000, -76.5778300000)","ROW/TOWNHO",1
"425","08/29/2017","23:00:00","4E","900 DESOTO RD","COMMON ASSAULT","I","HANDS",832,"SOUTHWESTERN","Wilhelm Park",-76.66799,39.27466,"(39.2746600000, -76.6679900000)","APT/CONDO",1
"426","08/29/2017","23:00:00","6D","2100 E FAYETTE ST","LARCENY FROM AUTO","O","",321,"EASTERN","CARE",-76.58676,39.29424,"(39.2942400000, -76.5867600000)","PARKING LO",1
"427","08/29/2017","22:30:00","6D","2900 FALLSTAFF RD","LARCENY FROM AUTO","O","",632,"NORTHWESTERN","Cheswolde",-76.68698,39.37024,"(39.3702400000, -76.6869800000)","PARKING LO",1
"428","08/29/2017","22:25:00","3AF","1700 SAINT PAUL ST","ROBBERY - STREET","","FIREARM",141,"CENTRAL","Charles North",-76.61477,39.30899,"(39.3089900000, -76.6147700000)","",1
"429","08/29/2017","22:20:00","5D","4300 BERGER AVE","BURGLARY","I","",444,"NORTHEASTERN","Frankford",-76.54615,39.33886,"(39.3388600000, -76.5461500000)","ROW/TOWNHO",1
"430","08/29/2017","22:00:00","7A","6700 REISTERSTOWN RD","AUTO THEFT","O","",631,"NORTHWESTERN","Reisterstown Station",-76.70652,39.35921,"(39.3592100000, -76.7065200000)","PARKING LO",1
"431","08/29/2017","22:00:00","7A","800 WICKLOW RD","AUTO THEFT","O","",822,"SOUTHWESTERN","Rognel Heights",-76.68788,39.29591,"(39.2959100000, -76.6878800000)","STREET",1
"432","08/29/2017","21:17:00","7A","2400 E MONUMENT ST","AUTO THEFT","O","",323,"EASTERN","Milton-Montford",-76.58311,39.29884,"(39.2988400000, -76.5831100000)","STREET",1
"433","08/29/2017","21:10:00","5B","1500 MCCULLOH ST","BURGLARY","","",123,"CENTRAL","Upton",-76.63009,39.30437,"(39.3043700000, -76.6300900000)","",1
"434","08/29/2017","21:00:00","6D","900 NORTH HILL RD","LARCENY FROM AUTO","I","",412,"NORTHEASTERN","Ednor Gardens-Lakeside",-76.60084,39.33793,"(39.3379300000, -76.6008400000)","ROW/TOWNHO",1
"435","08/29/2017","21:00:00","5D","2100 DRUID HILL AVE","BURGLARY","I","",131,"CENTRAL","Druid Heights",-76.63652,39.30839,"(39.3083900000, -76.6365200000)","GROCERY/CO",1
"436","08/29/2017","21:00:00","6E","3000 SPAULDING AVE","LARCENY","O","",614,"NORTHWESTERN","Central Park Heights",-76.67314,39.3493,"(39.3493000000, -76.6731400000)","PARKING LO",1
"437","08/29/2017","21:00:00","6D","400 NICOLL AVE","LARCENY FROM AUTO","O","",522,"NORTHERN","Lake Evesham",-76.61038,39.36588,"(39.3658800000, -76.6103800000)","STREET",1
"438","08/29/2017","21:00:00","4A","ST & N BRADFORD ST","AGG. ASSAULT","I","FIREARM",221,"SOUTHEASTERN","McElderry Park",-76.58428,39.29664,"(39.2966400000, -76.5842800000)","HOSP/NURS.",1
"439","08/29/2017","20:30:00","9S","5900 GLENFALLS AV","SHOOTING","Outside","FIREARM",425,"NORTHEASTERN","Glenham-Belhar",-76.54233,39.34625,"(39.3462500000, -76.5423300000)","Street",1
"440","08/29/2017","20:30:00","9S","5900 GLENFALLS AV","SHOOTING","Outside","FIREARM",425,"NORTHEASTERN","Glenham-Belhar",-76.54233,39.34625,"(39.3462500000, -76.5423300000)","Street",1
"441","08/29/2017","20:50:00","4F","2400 CYLBURN AVE","ASSAULT BY THREAT","O","",532,"NORTHERN","Levindale",-76.65976,39.35104,"(39.3510400000, -76.6597600000)","PARKING LO",1
"442","08/29/2017","20:30:00","5D","800 W 36TH ST","BURGLARY","I","",531,"NORTHERN","Hampden",-76.631,39.3312,"(39.3312000000, -76.6310000000)","OTHER - IN",1
"443","08/29/2017","20:30:00","4A","5900 GLENFALLS AVE","AGG. ASSAULT","O","FIREARM",425,"NORTHEASTERN","Glenham-Belhar",-76.54233,39.34625,"(39.3462500000, -76.5423300000)","STREET",1
"444","08/29/2017","20:30:00","4A","5900 GLENFALLS AVE","AGG. ASSAULT","O","FIREARM",425,"NORTHEASTERN","Glenham-Belhar",-76.54233,39.34625,"(39.3462500000, -76.5423300000)","STREET",1
"445","08/29/2017","20:27:00","6J","2000 E FAYETTE ST","LARCENY","O","",212,"EASTERN","Butcher's Hill",-76.5882,39.29413,"(39.2941300000, -76.5882000000)","PARKING LO",1
"446","08/29/2017","20:09:00","3CF","3400 GREENMOUNT AVE","ROBBERY - COMMERCIAL","I","FIREARM",512,"NORTHERN","Oakenshawe",-76.60948,39.32991,"(39.3299100000, -76.6094800000)","RESTAURANT",1
"447","08/29/2017","20:00:00","7A","700 ROUNDVIEW RD","AUTO THEFT","O","",922,"SOUTHERN","Cherry Hill",-76.6209,39.2478,"(39.2478000000, -76.6209000000)","STREET",1
"448","08/29/2017","19:30:00","6C","3700 BOSTON ST","LARCENY","","",233,"SOUTHEASTERN","Canton Industrial Area",-76.56538,39.2771,"(39.2771000000, -76.5653800000)","",1
"449","08/29/2017","19:30:00","6D","200 W MONUMENT ST","LARCENY FROM AUTO","O","",142,"CENTRAL","Mount Vernon",-76.6185,39.29745,"(39.2974500000, -76.6185000000)","STREET",1
"450","08/29/2017","19:30:00","7A","3600 ELM AVE","AUTO THEFT","O","",531,"NORTHERN","Hampden",-76.63125,39.33202,"(39.3320200000, -76.6312500000)","STREET",1
"451","08/29/2017","19:18:00","3AO","900 BEVAN ST","ROBBERY - STREET","O","OTHER",941,"SOUTHERN","Sharp-Leadenhall",-76.61636,39.27837,"(39.2783700000, -76.6163600000)","STREET",1
"452","08/29/2017","19:15:00","5D","1300 S CLINTON ST","BURGLARY","","",232,"SOUTHEASTERN","Canton",-76.56937,39.27776,"(39.2777600000, -76.5693700000)","",1
"453","08/29/2017","19:00:00","6D","2500 W PATAPSCO AVE","LARCENY FROM AUTO","O","",923,"SOUTHERN","Lakeland",-76.65138,39.25253,"(39.2525300000, -76.6513800000)","PARKING LO",1
"454","08/29/2017","19:00:00","6J","400 E BALTIMORE ST","LARCENY","O","",111,"CENTRAL","Downtown",-76.60985,39.28977,"(39.2897700000, -76.6098500000)","ALLEY",1
"455","08/29/2017","18:39:00","3AF","RD & BELWOOD AV","ROBBERY - STREET","O","FIREARM",426,"NORTHEASTERN","Frankford",-76.55389,39.33658,"(39.3365800000, -76.5538900000)","STREET",1
"456","08/29/2017","18:39:00","3AF","RD & BELWOOD AV","ROBBERY - STREET","O","FIREARM",426,"NORTHEASTERN","Frankford",-76.55389,39.33658,"(39.3365800000, -76.5538900000)","STREET",1
"457","08/29/2017","18:39:00","3AF","RD & BELWOOD AV","ROBBERY - STREET","O","FIREARM",426,"NORTHEASTERN","Frankford",-76.55389,39.33658,"(39.3365800000, -76.5538900000)","STREET",1
"458","08/29/2017","11:15:00","4E","1500 DIVISION ST","COMMON ASSAULT","I","HANDS",123,"CENTRAL","Upton",-76.63171,39.30291,"(39.3029100000, -76.6317100000)","OTHER - IN",1
"459","08/29/2017","18:26:00","3AJF","5700 EASTERN AVE","ROBBERY - CARJACKING","","FIREARM",241,"SOUTHEASTERN","Hopkins Bayview",-76.54757,39.28745,"(39.2874500000, -76.5475700000)","",1
"460","08/29/2017","18:26:00","3AJF","5700 EASTERN AVE","ROBBERY - CARJACKING","","FIREARM",241,"SOUTHEASTERN","Hopkins Bayview",-76.54757,39.28745,"(39.2874500000, -76.5475700000)","",1
"461","08/29/2017","18:20:00","3AF","4600 MANNASOTA AVE","ROBBERY - STREET","O","FIREARM",443,"NORTHEASTERN","Frankford",-76.5582,39.33039,"(39.3303900000, -76.5582000000)","STREET",1
"462","08/29/2017","18:20:00","3AF","4600 MANNASOTA AVE","ROBBERY - STREET","O","FIREARM",443,"NORTHEASTERN","Frankford",-76.5582,39.33039,"(39.3303900000, -76.5582000000)","STREET",1
"463","08/29/2017","18:00:00","6D","3400 ORLANDO AVE","LARCENY FROM AUTO","O","",424,"NORTHEASTERN","North Harford Road",-76.53925,39.36354,"(39.3635400000, -76.5392500000)","STREET",1
"464","08/29/2017","18:00:00","6D","900 NORTH HILL RD","LARCENY FROM AUTO","O","",412,"NORTHEASTERN","Ednor Gardens-Lakeside",-76.60093,39.3377,"(39.3377000000, -76.6009300000)","PARKING LO",1
"465","08/29/2017","18:00:00","6D","AV & W PRESTON ST","LARCENY FROM AUTO","","",141,"CENTRAL","Mid-Town Belvedere",-76.61748,39.30444,"(39.3044400000, -76.6174800000)","",1
"466","08/29/2017","17:44:00","4B","300 S PARRISH ST","AGG. ASSAULT","I","KNIFE",935,"SOUTHERN","New Southwest/Mount Clare",-76.64145,39.28406,"(39.2840600000, -76.6414500000)","ROW/TOWNHO",1
"467","08/29/2017","17:30:00","6E","100 N CALVERTON RD","LARCENY","O","",842,"SOUTHWESTERN","Shipley Hill",-76.65617,39.28929,"(39.2892900000, -76.6561700000)","STREET",1
"468","08/29/2017","17:00:00","6D","800 S BOULDIN ST","LARCENY FROM AUTO","O","",232,"SOUTHEASTERN","Canton",-76.57049,39.28302,"(39.2830200000, -76.5704900000)","STREET",1
"469","08/29/2017","17:00:00","4B","100 S BROADWAY","AGG. ASSAULT","O","KNIFE",212,"SOUTHEASTERN","Washington Hill",-76.5939,39.2902,"(39.2902000000, -76.5939000000)","STREET",1
"470","08/29/2017","16:50:00","7A","RD & HAYWARD AV","AUTO THEFT","","",623,"NORTHWESTERN","Woodmere",-76.68638,39.34497,"(39.3449700000, -76.6863800000)","",1
"471","08/29/2017","16:43:00","4E","1800 ORLEANS ST","COMMON ASSAULT","I","HANDS",321,"EASTERN","Dunbar-Broadway",-76.59129,39.29529,"(39.2952900000, -76.5912900000)","APT/CONDO",1
"472","08/29/2017","16:30:00","6G","400 N CALVERT ST","LARCENY","I","",111,"CENTRAL","Downtown",-76.6127,39.29446,"(39.2944600000, -76.6127000000)","OTHER - IN",1
"473","08/29/2017","16:30:00","4E","6500 ARMSTRONG AVE","COMMON ASSAULT","","HANDS",631,"NORTHWESTERN","Reisterstown Station",-76.70845,39.35204,"(39.3520400000, -76.7084500000)","",1
"474","08/29/2017","16:25:00","3B","5300 LOCH RAVEN BLVD","ROBBERY - STREET","O","",413,"NORTHEASTERN","New Northwood",-76.58994,39.35431,"(39.3543100000, -76.5899400000)","OTHER - OU",1
"475","08/29/2017","15:58:00","4E","2700 MATHEWS ST","COMMON ASSAULT","I","HANDS",513,"NORTHERN","Better Waverly",-76.60782,39.32154,"(39.3215400000, -76.6078200000)","ROW/TOWNHO",1
"476","08/29/2017","15:00:00","6D","5100 HUDSON ST","LARCENY FROM AUTO","O","",242,"SOUTHEASTERN","Greektown",-76.55218,39.28316,"(39.2831600000, -76.5521800000)","STREET",1
"477","08/29/2017","15:00:00","6E","AV & VIOLET AV","LARCENY","O","",612,"NORTHWESTERN","Park Circle",-76.65846,39.33127,"(39.3312700000, -76.6584600000)","STREET",1
"478","08/29/2017","15:00:00","4E","800 LINDEN AVE","COMMON ASSAULT","","HANDS",142,"CENTRAL","Mount Vernon",-76.62075,39.2993,"(39.2993000000, -76.6207500000)","",1
"479","08/29/2017","15:00:00","6D","4100 SPRINGDALE AVE","LARCENY FROM AUTO","O","",621,"NORTHWESTERN","Central Forest Park",-76.68924,39.3267,"(39.3267000000, -76.6892400000)","STREET",1
"480","08/29/2017","14:35:00","4E","1700 MONTPELIER ST","COMMON ASSAULT","I","HANDS",411,"NORTHEASTERN","Coldstream Homestead Mont",-76.59452,39.3194,"(39.3194000000, -76.5945200000)","ROW/TOWNHO",1
"481","08/29/2017","12:40:00","4E","2700 BERYL AVE","COMMON ASSAULT","I","HANDS",323,"EASTERN","Biddle Street",-76.57915,39.30311,"(39.3031100000, -76.5791500000)","ROW/TOWNHO",1
"482","08/29/2017","12:30:00","4E","500 N BELNORD AVE","COMMON ASSAULT","O","HANDS",221,"SOUTHEASTERN","McElderry Park",-76.57862,39.29734,"(39.2973400000, -76.5786200000)","STREET",1
"483","08/29/2017","12:30:00","4E","4800 BAYONNE AVE","COMMON ASSAULT","I","HANDS",444,"NORTHEASTERN","Frankford",-76.53421,39.34091,"(39.3409100000, -76.5342100000)","ROW/TOWNHO",1
"484","08/29/2017","12:25:00","4E","AV & S CATHERINE ST","COMMON ASSAULT","O","HANDS",841,"SOUTHWESTERN","Carrollton Ridge",-76.65354,39.27981,"(39.2798100000, -76.6535400000)","YARD/BUSIN",1
"485","08/29/2017","12:25:00","4E","AV & S CATHERINE ST","COMMON ASSAULT","O","HANDS",841,"SOUTHWESTERN","Carrollton Ridge",-76.65354,39.27981,"(39.2798100000, -76.6535400000)","YARD/BUSIN",1
"486","08/29/2017","12:00:00","6J","5300 LYNVIEW AVE","LARCENY","O","",623,"NORTHWESTERN","Woodmere",-76.68938,39.3445,"(39.3445000000, -76.6893800000)","YARD",1
"487","08/29/2017","11:35:00","3AF","FRANKLIN ST & N WARWICK AV","ROBBERY - STREET","O","FIREARM",842,"WESTERN","Penrose/Fayette Street Ou",-76.65662,39.29332,"(39.2933200000, -76.6566200000)","PARKING LO",1
"488","08/29/2017","11:27:00","4E","0 E FRANKLIN ST","COMMON ASSAULT","I","HANDS",142,"CENTRAL","Mount Vernon",-76.61481,39.29516,"(39.2951600000, -76.6148100000)","OTHER - IN",1
"489","08/29/2017","11:07:00","5A","600 MCCABE AVE","BURGLARY","I","",524,"NORTHERN","Woodbourne-McCabe",-76.60774,39.35261,"(39.3526100000, -76.6077400000)","ROW/TOWNHO",1
"490","08/29/2017","10:50:00","4E","1300 ELRINO WAY","COMMON ASSAULT","I","HANDS",243,"SOUTHEASTERN","O'Donnell Heights",-76.54166,39.27872,"(39.2787200000, -76.5416600000)","ROW/TOWNHO",1
"491","08/29/2017","10:34:00","5B","4300 WENDOVER RD","BURGLARY","I","",542,"NORTHERN","Guilford",-76.61057,39.34196,"(39.3419600000, -76.6105700000)","ROW/TOWNHO",1
"492","08/29/2017","10:10:00","7A","500 N PATTERSON PARK AVE","AUTO THEFT","O","",221,"EASTERN","McElderry Park",-76.58498,39.29704,"(39.2970400000, -76.5849800000)","STREET",1
"493","08/29/2017","10:00:00","6D","1400 E FAIRMOUNT AVE","LARCENY FROM AUTO","O","",212,"SOUTHEASTERN","Washington Hill",-76.59773,39.29211,"(39.2921100000, -76.5977300000)","STREET",1
"494","08/29/2017","10:00:00","6D","600 BRIDGEVIEW RD","LARCENY FROM AUTO","O","",922,"SOUTHERN","Cherry Hill",-76.62191,39.24951,"(39.2495100000, -76.6219100000)","STREET",1
"495","08/29/2017","10:00:00","5A","5300 KENILWORTH AVE","BURGLARY","I","",524,"NORTHERN","Kenilworth Park",-76.59976,39.35292,"(39.3529200000, -76.5997600000)","ROW/TOWNHO",1
"496","08/29/2017","09:35:00","6C","900 N CHARLES ST","LARCENY","","",142,"CENTRAL","Mount Vernon",-76.61589,39.30063,"(39.3006300000, -76.6158900000)","",1
"497","08/29/2017","09:30:00","4E","3700 9TH ST","COMMON ASSAULT","I","HANDS",913,"SOUTHERN","Brooklyn",-76.59861,39.23327,"(39.2332700000, -76.5986100000)","ROW/TOWNHO",1
"498","08/29/2017","09:10:00","4E","800 HILLMAN CT","COMMON ASSAULT","I","HANDS",312,"EASTERN","Oldtown",-76.60551,39.29969,"(39.2996900000, -76.6055100000)","ROW/TOWNHO",1
"499","08/29/2017","09:00:00","4E","400 ROUNDVIEW RD","COMMON ASSAULT","I","HANDS",922,"SOUTHERN","Cherry Hill",-76.62049,39.25048,"(39.2504800000, -76.6204900000)","ROW/TOWNHO",1
"500","08/29/2017","08:30:00","5A","5600 BELLE VISTA AVE","BURGLARY","","",425,"NORTHEASTERN","Glenham-Belhar",-76.54853,39.34474,"(39.3447400000, -76.5485300000)","",1
